pair_key,benchmark,model,n_tasks,b,policy,alpha,m,weight,variance_ratio,ratio_mc_se
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,8,tuned_en,,6,0.7260392539092148,1.0863315337319948,0.0010908811946067068
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,16,tuned_en,,14,0.8350432926431656,1.0717006216967722,0.0008010839997204794
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,32,tuned_en,,29,0.8687410883812703,1.1044586404417285,0.0010673186220774874
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,64,tuned_en,,59,0.8871793265997072,1.1064321510681325,0.001115165379176225
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,8,tuned_en,,6,0.7260392539092148,0.9822324523821824,0.000794784148958586
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,16,tuned_en,,14,0.8350432926431656,0.9555497085066218,0.0003555869869725721
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,32,tuned_en,,29,0.8687410883812703,0.9643416667987736,0.00041010128192044636
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,64,tuned_en,,59,0.8871793265997072,0.960514301536828,0.00039656356171073837
hmmt__model=qwen3_5_27b,hmmt,qwen3_5_27b,30,8,tuned_en,,6,0.7260392539092148,1.001528896979973,0.0002576559843437033
hmmt__model=qwen3_5_27b,hmmt,qwen3_5_27b,30,16,tuned_en,,14,0.8350432926431656,0.9856840142428182,6.95572451214738e-05
hmmt__model=qwen3_5_27b,hmmt,qwen3_5_27b,30,32,tuned_en,,29,0.8687410883812703,0.9833702185437875,4.623678555666445e-05
hmmt__model=qwen3_5_27b,hmmt,qwen3_5_27b,30,64,tuned_en,,59,0.8871793265997072,0.9823596796999835,4.042688893406991e-05
hmmt__model=qwen3_5_4b,hmmt,qwen3_5_4b,30,8,tuned_en,,6,0.7260392539092148,0.9473653320000395,0.0002306674308718234
hmmt__model=qwen3_5_4b,hmmt,qwen3_5_4b,30,16,tuned_en,,14,0.8350432926431656,0.957188949525627,5.0946167458660765e-05
hmmt__model=qwen3_5_4b,hmmt,qwen3_5_4b,30,32,tuned_en,,29,0.8687410883812703,0.9577367624602725,3.0006887737184633e-05
hmmt__model=qwen3_5_4b,hmmt,qwen3_5_4b,30,64,tuned_en,,59,0.8871793265997072,0.9602463346667651,2.412234692452411e-05
hmmt__model=qwen3_5_9b,hmmt,qwen3_5_9b,30,8,tuned_en,,6,0.7260392539092148,0.9533417322363523,0.00021167025263468396
hmmt__model=qwen3_5_9b,hmmt,qwen3_5_9b,30,16,tuned_en,,14,0.8350432926431656,0.9635761328056341,4.9215400413937334e-05
hmmt__model=qwen3_5_9b,hmmt,qwen3_5_9b,30,32,tuned_en,,29,0.8687410883812703,0.9646411001999895,2.3611999505799105e-05
hmmt__model=qwen3_5_9b,hmmt,qwen3_5_9b,30,64,tuned_en,,59,0.8871793265997072,0.9677863978921659,1.8748746068414294e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,1.0233826651968396,0.00017845716392615065
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,1.0129697811786702,6.329988115139102e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,1.0170946875884197,0.00012584425911712504
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,1.0046001119612824,0.00016889724469126044
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.9965347723516267,0.00013444178692672618
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_3b,100,16,tuned_en,,14,0.8042625115466824,1.001647257213558,4.316270201390528e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_3b,100,32,tuned_en,,28,0.7967533192670281,0.9949248290256313,6.258360651160325e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_3b,100,64,tuned_en,,55,0.7792100020100606,0.9877280634753588,8.177889468040298e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_7b,100,8,tuned_en,,6,0.7015753069633256,0.9738566286924387,0.00017213805213068932
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_7b,100,16,tuned_en,,14,0.8042625115466824,0.9783240371033319,5.341816054639359e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_7b,100,32,tuned_en,,28,0.7967533192670281,0.9674257604314221,9.513635543532702e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_7b,100,64,tuned_en,,55,0.7792100020100606,0.9558198418526351,0.00012149549071216428
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_27b,100,8,tuned_en,,6,0.7015753069633256,0.978576783176115,0.00013874512485474028
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_27b,100,16,tuned_en,,14,0.8042625115466824,0.990502258835131,4.08305389821897e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_27b,100,32,tuned_en,,28,0.7967533192670281,0.9806135136557796,5.571139423214129e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_27b,100,64,tuned_en,,55,0.7792100020100606,0.9753350591792018,7.450414083828169e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_4b,100,8,tuned_en,,6,0.7015753069633256,1.0068739506964715,0.00010744727052622217
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_4b,100,16,tuned_en,,14,0.8042625115466824,1.0233623312932498,4.293781024282586e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_4b,100,32,tuned_en,,28,0.7967533192670281,1.0282284205828311,5.7451794417926864e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_4b,100,64,tuned_en,,55,0.7792100020100606,1.0274469079935602,9.783862998175321e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_9b,100,8,tuned_en,,6,0.7015753069633256,1.0102980923048168,0.0001076213806786494
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_9b,100,16,tuned_en,,14,0.8042625115466824,1.0269327580900303,4.413091028511038e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_9b,100,32,tuned_en,,28,0.7967533192670281,1.0287542894722939,5.633557536409782e-05
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_9b,100,64,tuned_en,,55,0.7792100020100606,1.0244669942126239,9.427180550195669e-05
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,0.8893857225859421,0.0008247708073215916
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,0.8633372453607333,0.000343434530918426
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,0.8657008358234837,0.0004194746411623006
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,0.8772279013475668,0.00070836726728096
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.8552953104114851,0.0011952518610932137
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_3b,100,16,tuned_en,,14,0.8042625115466824,0.8327782839069309,0.0005039633255917719
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_3b,100,32,tuned_en,,28,0.7967533192670281,0.8215198636173517,0.0007656159639875114
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_3b,100,64,tuned_en,,55,0.7792100020100606,0.7954235385884537,0.0009585284127441949
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_7b,100,8,tuned_en,,6,0.7015753069633256,0.8535314554993225,0.001222659916990805
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_7b,100,16,tuned_en,,14,0.8042625115466824,0.8099195046329958,0.0004915789759477551
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_7b,100,32,tuned_en,,28,0.7967533192670281,0.7862512021485687,0.00035177420031261194
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_7b,100,64,tuned_en,,55,0.7792100020100606,0.7913484253833987,0.0002807056318809306
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_27b,100,8,tuned_en,,6,0.7015753069633256,0.9888482406062606,0.0002791038542648355
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_27b,100,16,tuned_en,,14,0.8042625115466824,0.9707327197228934,0.00010333208219401262
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_27b,100,32,tuned_en,,28,0.7967533192670281,0.9723801419232043,0.0001857188475922405
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_27b,100,64,tuned_en,,55,0.7792100020100606,0.9709905569455679,0.0002666964081492932
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_4b,100,8,tuned_en,,6,0.7015753069633256,0.9689048986696758,0.0003476562321989053
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_4b,100,16,tuned_en,,14,0.8042625115466824,0.9508418540112884,0.0001307331516964852
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_4b,100,32,tuned_en,,28,0.7967533192670281,0.9621415671945863,0.00021832973174789027
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_4b,100,64,tuned_en,,55,0.7792100020100606,0.9739710985369958,0.0003544210196440653
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,8,tuned_en,,6,0.7015753069633256,0.9886883751851914,0.00029288621922380373
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,16,tuned_en,,14,0.8042625115466824,0.9661725926509224,0.00013095221558343884
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,32,tuned_en,,28,0.7967533192670281,0.9676841143625177,0.00021438115584986297
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,64,tuned_en,,55,0.7792100020100606,0.9652796213199755,0.00030182053386230783
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,0.9771220129209812,0.00023880418633536601
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,0.966926942507478,8.626268616202403e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,0.9521314337947144,0.00015096710741528503
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,0.9322290676955396,0.00019541001443281188
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.9648579746590671,0.0006493432435310005
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,16,tuned_en,,14,0.8042625115466824,0.9230376040977528,0.0002930955919213312
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,32,tuned_en,,28,0.7967533192670281,0.9442016693696187,0.0004430255351695191
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,64,tuned_en,,55,0.7792100020100606,0.9739448230678358,0.0006798198899046874
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,8,tuned_en,,6,0.7015753069633256,0.9213142098896185,0.00038938572663481017
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,16,tuned_en,,14,0.8042625115466824,0.9062661086338306,0.00014865251184480684
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,32,tuned_en,,28,0.7967533192670281,0.8840698834686536,0.0001975138122565398
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,64,tuned_en,,55,0.7792100020100606,0.8741423289778096,0.0002393123809635467
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,8,tuned_en,,6,0.7015753069633256,0.9944102063115985,0.00013727843090345903
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,16,tuned_en,,14,0.8042625115466824,0.9992855213299433,4.3048926405604646e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,32,tuned_en,,28,0.7967533192670281,0.991337024529416,7.107065152918383e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,64,tuned_en,,55,0.7792100020100606,0.9787211917145268,9.487120154938345e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,8,tuned_en,,6,0.7015753069633256,1.0060351552479019,0.00013910079316436277
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,16,tuned_en,,14,0.8042625115466824,1.0087168137693316,4.473942774593721e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,32,tuned_en,,28,0.7967533192670281,1.0107313527724004,7.339074919898855e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,64,tuned_en,,55,0.7792100020100606,1.0051084381796294,0.00011552868293821649
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,8,tuned_en,,6,0.7015753069633256,1.0041723751728036,0.0001070983709742923
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,16,tuned_en,,14,0.8042625115466824,1.0209263374941757,4.529446553606629e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,32,tuned_en,,28,0.7967533192670281,1.0112519890108418,5.11058474907799e-05
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,64,tuned_en,,55,0.7792100020100606,1.0000817862035083,7.400655450672681e-05
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,0.9550895074551797,0.0003428313279298512
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,0.933011332547955,0.00013682826098464478
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,0.9124864826908688,0.000182157854110251
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,0.9045690643631198,0.00020572903630685982
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.9787927171783961,0.00018566752374437964
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,16,tuned_en,,14,0.8042625115466824,0.9808090117250683,5.733512442457387e-05
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,32,tuned_en,,28,0.7967533192670281,0.9800701678194392,9.629060773296621e-05
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,64,tuned_en,,55,0.7792100020100606,0.9822084432877103,0.00015255127595131267
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,8,tuned_en,,6,0.7015753069633256,0.9302832352786485,0.0002267762523512087
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,16,tuned_en,,14,0.8042625115466824,0.9382765142991005,7.185266816286135e-05
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,32,tuned_en,,28,0.7967533192670281,0.9276626313312163,0.0001139281465569859
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,64,tuned_en,,55,0.7792100020100606,0.9249927196404149,0.00017933132793027923
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,8,tuned_en,,6,0.7015753069633256,1.0296105580385193,0.0002572328056037929
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,16,tuned_en,,14,0.8042625115466824,1.0025718695550343,9.994879138647882e-05
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,32,tuned_en,,28,0.7967533192670281,1.0035594689088345,0.00017510687629742784
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,64,tuned_en,,55,0.7792100020100606,0.9980910923693458,0.00023415985086750168
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,8,tuned_en,,6,0.7015753069633256,1.0978328908683763,0.0003076148102868903
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,16,tuned_en,,14,0.8042625115466824,1.0484385950177493,0.0001446804901656193
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,32,tuned_en,,28,0.7967533192670281,1.1023523757180582,0.0002703440633948562
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,64,tuned_en,,55,0.7792100020100606,1.1350435517030504,0.00044926942821885374
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,8,tuned_en,,6,0.7015753069633256,1.0796111781703954,0.000327435671475949
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,16,tuned_en,,14,0.8042625115466824,1.0257702095605379,0.00014678158883303384
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,32,tuned_en,,28,0.7967533192670281,1.0491473958674278,0.00025280344109678514
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,64,tuned_en,,55,0.7792100020100606,1.06962584435596,0.00032787085886055507
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,0.8763409573629799,0.00148066133406658
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,0.8650907590464904,0.0007027494362527616
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,0.9037377432745819,0.0010928303687050961
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,0.9403744011838971,0.0022526790930520063
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.8710778344144046,0.0009579541535774428
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,16,tuned_en,,14,0.8042625115466824,0.857923900019851,0.0007045575777831604
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,32,tuned_en,,28,0.7967533192670281,0.8367019551051262,0.0012624056592721456
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,64,tuned_en,,55,0.7792100020100606,0.7698679784588423,0.0015190979257696294
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,8,tuned_en,,6,0.7015753069633256,0.901889470095305,0.001603763574336184
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,16,tuned_en,,14,0.8042625115466824,0.8320526846729417,0.0008004992885218176
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,32,tuned_en,,28,0.7967533192670281,0.7957277007832666,0.0009671604258475031
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,64,tuned_en,,55,0.7792100020100606,0.7435811246337781,0.0009922767603803145
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,8,tuned_en,,6,0.7015753069633256,0.7910151701134881,0.0010970961949675225
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,16,tuned_en,,14,0.8042625115466824,0.8049163253461216,0.0006826080282856646
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,32,tuned_en,,28,0.7967533192670281,0.7915191933123276,0.0009113193608649084
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,64,tuned_en,,55,0.7792100020100606,0.7914015746408931,0.0006902172484088092
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,8,tuned_en,,6,0.7015753069633256,0.8303311142596048,0.0008908698030399816
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,16,tuned_en,,14,0.8042625115466824,0.8149164486541118,0.00026657325625588
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,32,tuned_en,,28,0.7967533192670281,0.7988547662032922,0.00025510977591409475
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,64,tuned_en,,55,0.7792100020100606,0.7967534045294498,0.0003458078692998608
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,8,tuned_en,,6,0.7015753069633256,0.9351856114482255,0.0010980070584829815
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,16,tuned_en,,14,0.8042625115466824,0.8869830521057092,0.0007513576887607729
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,32,tuned_en,,28,0.7967533192670281,0.872370448314936,0.0012219397655058135
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,64,tuned_en,,55,0.7792100020100606,0.8316400818031118,0.0012712854532427004
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,8,tuned_en,,6,0.7015753069633256,0.9237715093106793,0.0005351739430288085
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,16,tuned_en,,14,0.8042625115466824,0.8902148501335716,0.0002353317395951874
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,32,tuned_en,,28,0.7967533192670281,0.8647844325594809,0.00031550305515367646
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,64,tuned_en,,55,0.7792100020100606,0.8431664825320839,0.0003501401039185875
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,8,tuned_en,,6,0.7015753069633256,0.8325398933179481,0.0006518236893687868
