pair_key,benchmark,model,n_tasks,b,variance_ratio
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,64,0.49449408839596243
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,8,0.5480959759813192
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,16,0.5354508735669846
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,32,0.5294249994550311
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,64,0.5264805077228412
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,8,0.27153111226701965
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,16,0.26147254314559665
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,32,0.2568117724076639
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,64,0.2545357317408595
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,8,0.3368712923042102
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,16,0.3243571115966034
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,32,0.3184434160383417
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,64,0.31556939174367915
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,8,0.7352855180508218
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,16,0.7289111813199424
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,32,0.7258491662940014
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,64,0.7244040201595676
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,8,0.7796443103614781
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,16,0.7733029840915634
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,32,0.7704263262474224
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,64,0.7690555283076398
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,8,0.8063326752138812
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,16,0.7988665309368276
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,32,0.7954345571827335
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,64,0.793764229509618
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,8,0.4350121988657991
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,16,0.4245257095324045
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,32,0.41947851210217835
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,64,0.41709589193821206
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,8,0.6681469843715014
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,16,0.6630158077960038
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,32,0.6607616568912948
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,64,0.6596937797927451
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,8,0.49588043092375766
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,16,0.4851361834001687
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,32,0.48017220184884224
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,64,0.47771387907715135
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,8,0.6720503707483876
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,16,0.6670899083632104
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,32,0.6645705566407918
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,64,0.6634893177891377
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,8,0.7756945797487984
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,16,0.7743533414105571
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,32,0.7737653533599045
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,64,0.7735657071914934
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,8,0.7222484009239788
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,16,0.7195700351776855
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,32,0.7186343560629764
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,64,0.7182153180399617
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,8,0.03320678864331635
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,16,0.03108718709521212
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,32,0.030125676187384366
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,64,0.029666903316134294
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,8,0.039464949777567496
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,16,0.03694580613603301
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,32,0.035803144364595176
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,64,0.035257909972915495
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,8,0.04259050133695358
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,16,0.0398718351673273
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,32,0.03863867369556123
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,64,0.03805026067226394
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,8,0.0322802233301698
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,16,0.03028680209672088
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,32,0.029380179073337048
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,64,0.028946863905598433
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,8,0.111463093492725
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,16,0.10559769245912423
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,32,0.10288682870406304
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,64,0.10158377974378838
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,8,0.06558771390003898
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,16,0.061631925662962876
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,32,0.059827309026917234
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,64,0.05896434869562042
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,8,0.2406621645931535
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,16,0.22947713497452096
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,32,0.22425773970070162
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,64,0.22173926906492694
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,8,0.13168579618052742
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,16,0.12401913186742677
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,32,0.12051178267283814
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,64,0.11883153761725017
mmlu_science__subject_college_chemistry__model=qwen2_5_7b,mmlu_science__subject_college_chemistry,qwen2_5_7b,100,8,0.1433171725389131
mmlu_science__subject_college_chemistry__model=qwen2_5_7b,mmlu_science__subject_college_chemistry,qwen2_5_7b,100,16,0.13507430796835337
mmlu_science__subject_college_chemistry__model=qwen2_5_7b,mmlu_science__subject_college_chemistry,qwen2_5_7b,100,32,0.13129865233611504
mmlu_science__subject_college_chemistry__model=qwen2_5_7b,mmlu_science__subject_college_chemistry,qwen2_5_7b,100,64,0.12948899880768644
mmlu_science__subject_college_chemistry__model=qwen3_5_27b,mmlu_science__subject_college_chemistry,qwen3_5_27b,100,8,0.09503858894456221
mmlu_science__subject_college_chemistry__model=qwen3_5_27b,mmlu_science__subject_college_chemistry,qwen3_5_27b,100,16,0.08950480769850643
mmlu_science__subject_college_chemistry__model=qwen3_5_27b,mmlu_science__subject_college_chemistry,qwen3_5_27b,100,32,0.08697327006972798
mmlu_science__subject_college_chemistry__model=qwen3_5_27b,mmlu_science__subject_college_chemistry,qwen3_5_27b,100,64,0.0857605171950553
mmlu_science__subject_college_chemistry__model=qwen3_5_4b,mmlu_science__subject_college_chemistry,qwen3_5_4b,100,8,0.16824916475188192
mmlu_science__subject_college_chemistry__model=qwen3_5_4b,mmlu_science__subject_college_chemistry,qwen3_5_4b,100,16,0.16026061068507738
mmlu_science__subject_college_chemistry__model=qwen3_5_4b,mmlu_science__subject_college_chemistry,qwen3_5_4b,100,32,0.15656048084520674
mmlu_science__subject_college_chemistry__model=qwen3_5_4b,mmlu_science__subject_college_chemistry,qwen3_5_4b,100,64,0.1547769141322128
mmlu_science__subject_college_chemistry__model=qwen3_5_9b,mmlu_science__subject_college_chemistry,qwen3_5_9b,100,8,0.1367426321036428
mmlu_science__subject_college_chemistry__model=qwen3_5_9b,mmlu_science__subject_college_chemistry,qwen3_5_9b,100,16,0.12981178476505306
mmlu_science__subject_college_chemistry__model=qwen3_5_9b,mmlu_science__subject_college_chemistry,qwen3_5_9b,100,32,0.12661053767921893
mmlu_science__subject_college_chemistry__model=qwen3_5_9b,mmlu_science__subject_college_chemistry,qwen3_5_9b,100,64,0.12506659289658384
mmlu_science__subject_college_physics__model=qwen2_5_32b,mmlu_science__subject_college_physics,qwen2_5_32b,100,8,0.2932680969987819
mmlu_science__subject_college_physics__model=qwen2_5_32b,mmlu_science__subject_college_physics,qwen2_5_32b,100,16,0.2811239710561522
mmlu_science__subject_college_physics__model=qwen2_5_32b,mmlu_science__subject_college_physics,qwen2_5_32b,100,32,0.2754564748551673
mmlu_science__subject_college_physics__model=qwen2_5_32b,mmlu_science__subject_college_physics,qwen2_5_32b,100,64,0.2727099457988264
mmlu_science__subject_college_physics__model=qwen2_5_3b,mmlu_science__subject_college_physics,qwen2_5_3b,100,8,0.14533905063416144
mmlu_science__subject_college_physics__model=qwen2_5_3b,mmlu_science__subject_college_physics,qwen2_5_3b,100,16,0.13708043364106987
mmlu_science__subject_college_physics__model=qwen2_5_3b,mmlu_science__subject_college_physics,qwen2_5_3b,100,32,0.13329411769547647
mmlu_science__subject_college_physics__model=qwen2_5_3b,mmlu_science__subject_college_physics,qwen2_5_3b,100,64,0.1314784443220099
mmlu_science__subject_college_physics__model=qwen2_5_7b,mmlu_science__subject_college_physics,qwen2_5_7b,100,8,0.15653885141351426
mmlu_science__subject_college_physics__model=qwen2_5_7b,mmlu_science__subject_college_physics,qwen2_5_7b,100,16,0.1477510612719318
mmlu_science__subject_college_physics__model=qwen2_5_7b,mmlu_science__subject_college_physics,qwen2_5_7b,100,32,0.14371822731977343
mmlu_science__subject_college_physics__model=qwen2_5_7b,mmlu_science__subject_college_physics,qwen2_5_7b,100,64,0.14178359321190073
mmlu_science__subject_college_physics__model=qwen3_5_27b,mmlu_science__subject_college_physics,qwen3_5_27b,100,8,0.024169934959753694
mmlu_science__subject_college_physics__model=qwen3_5_27b,mmlu_science__subject_college_physics,qwen3_5_27b,100,16,0.02264410965977823
mmlu_science__subject_college_physics__model=qwen3_5_27b,mmlu_science__subject_college_physics,qwen3_5_27b,100,32,0.02195125350107188
mmlu_science__subject_college_physics__model=qwen3_5_27b,mmlu_science__subject_college_physics,qwen3_5_27b,100,64,0.02162048151168863
mmlu_science__subject_college_physics__model=qwen3_5_4b,mmlu_science__subject_college_physics,qwen3_5_4b,100,8,0.06524631564700377
mmlu_science__subject_college_physics__model=qwen3_5_4b,mmlu_science__subject_college_physics,qwen3_5_4b,100,16,0.06163115538219245
mmlu_science__subject_college_physics__model=qwen3_5_4b,mmlu_science__subject_college_physics,qwen3_5_4b,100,32,0.05996943707522471
mmlu_science__subject_college_physics__model=qwen3_5_4b,mmlu_science__subject_college_physics,qwen3_5_4b,100,64,0.05917156513813138
mmlu_science__subject_college_physics__model=qwen3_5_9b,mmlu_science__subject_college_physics,qwen3_5_9b,100,8,0.02983060552854167
mmlu_science__subject_college_physics__model=qwen3_5_9b,mmlu_science__subject_college_physics,qwen3_5_9b,100,16,0.02796859081117788
mmlu_science__subject_college_physics__model=qwen3_5_9b,mmlu_science__subject_college_physics,qwen3_5_9b,100,32,0.02712207090623797
mmlu_science__subject_college_physics__model=qwen3_5_9b,mmlu_science__subject_college_physics,qwen3_5_9b,100,64,0.026717746075014558
supergpqa_science__field_biology__model=qwen2_5_32b,supergpqa_science__field_biology,qwen2_5_32b,100,8,0.287496736056894
supergpqa_science__field_biology__model=qwen2_5_32b,supergpqa_science__field_biology,qwen2_5_32b,100,16,0.2748713104922425
supergpqa_science__field_biology__model=qwen2_5_32b,supergpqa_science__field_biology,qwen2_5_32b,100,32,0.2689789604678133
supergpqa_science__field_biology__model=qwen2_5_32b,supergpqa_science__field_biology,qwen2_5_32b,100,64,0.266129142012336
supergpqa_science__field_biology__model=qwen2_5_3b,supergpqa_science__field_biology,qwen2_5_3b,100,8,0.10971240141064602
supergpqa_science__field_biology__model=qwen2_5_3b,supergpqa_science__field_biology,qwen2_5_3b,100,16,0.10317164926973948
supergpqa_science__field_biology__model=qwen2_5_3b,supergpqa_science__field_biology,qwen2_5_3b,100,32,0.1001856936501406
supergpqa_science__field_biology__model=qwen2_5_3b,supergpqa_science__field_biology,qwen2_5_3b,100,64,0.09875666358830755
supergpqa_science__field_biology__model=qwen2_5_7b,supergpqa_science__field_biology,qwen2_5_7b,100,8,0.08273357904087561
supergpqa_science__field_biology__model=qwen2_5_7b,supergpqa_science__field_biology,qwen2_5_7b,100,16,0.07768543082082784
supergpqa_science__field_biology__model=qwen2_5_7b,supergpqa_science__field_biology,qwen2_5_7b,100,32,0.07538566079377418
supergpqa_science__field_biology__model=qwen2_5_7b,supergpqa_science__field_biology,qwen2_5_7b,100,64,0.07428613942845362
supergpqa_science__field_biology__model=qwen3_5_27b,supergpqa_science__field_biology,qwen3_5_27b,100,8,0.4056942550514006
supergpqa_science__field_biology__model=qwen3_5_27b,supergpqa_science__field_biology,qwen3_5_27b,100,16,0.39317318152871644
supergpqa_science__field_biology__model=qwen3_5_27b,supergpqa_science__field_biology,qwen3_5_27b,100,32,0.3872347447314886
supergpqa_science__field_biology__model=qwen3_5_27b,supergpqa_science__field_biology,qwen3_5_27b,100,64,0.3843598645736044
supergpqa_science__field_biology__model=qwen3_5_4b,supergpqa_science__field_biology,qwen3_5_4b,100,8,0.541647380060199
supergpqa_science__field_biology__model=qwen3_5_4b,supergpqa_science__field_biology,qwen3_5_4b,100,16,0.529966183837954
supergpqa_science__field_biology__model=qwen3_5_4b,supergpqa_science__field_biology,qwen3_5_4b,100,32,0.5242476890092463
supergpqa_science__field_biology__model=qwen3_5_4b,supergpqa_science__field_biology,qwen3_5_4b,100,64,0.5215088056660858
supergpqa_science__field_biology__model=qwen3_5_9b,supergpqa_science__field_biology,qwen3_5_9b,100,8,0.5403398013950866
supergpqa_science__field_biology__model=qwen3_5_9b,supergpqa_science__field_biology,qwen3_5_9b,100,16,0.5276044230092689
supergpqa_science__field_biology__model=qwen3_5_9b,supergpqa_science__field_biology,qwen3_5_9b,100,32,0.5214266768949398
supergpqa_science__field_biology__model=qwen3_5_9b,supergpqa_science__field_biology,qwen3_5_9b,100,64,0.5184646480948497
supergpqa_science__field_chemistry__model=qwen2_5_32b,supergpqa_science__field_chemistry,qwen2_5_32b,100,8,0.5480316998927489
supergpqa_science__field_chemistry__model=qwen2_5_32b,supergpqa_science__field_chemistry,qwen2_5_32b,100,16,0.5368259892552396
supergpqa_science__field_chemistry__model=qwen2_5_32b,supergpqa_science__field_chemistry,qwen2_5_32b,100,32,0.531353714231353
supergpqa_science__field_chemistry__model=qwen2_5_32b,supergpqa_science__field_chemistry,qwen2_5_32b,100,64,0.5287457784011402
supergpqa_science__field_chemistry__model=qwen2_5_3b,supergpqa_science__field_chemistry,qwen2_5_3b,100,8,0.3048749157503183
supergpqa_science__field_chemistry__model=qwen2_5_3b,supergpqa_science__field_chemistry,qwen2_5_3b,100,16,0.291649220227654
supergpqa_science__field_chemistry__model=qwen2_5_3b,supergpqa_science__field_chemistry,qwen2_5_3b,100,32,0.28549706995529456
supergpqa_science__field_chemistry__model=qwen2_5_3b,supergpqa_science__field_chemistry,qwen2_5_3b,100,64,0.2825177731362853
supergpqa_science__field_chemistry__model=qwen2_5_7b,supergpqa_science__field_chemistry,qwen2_5_7b,100,8,0.18971329523975036
supergpqa_science__field_chemistry__model=qwen2_5_7b,supergpqa_science__field_chemistry,qwen2_5_7b,100,16,0.17970442210008974
supergpqa_science__field_chemistry__model=qwen2_5_7b,supergpqa_science__field_chemistry,qwen2_5_7b,100,32,0.1750965135639692
supergpqa_science__field_chemistry__model=qwen2_5_7b,supergpqa_science__field_chemistry,qwen2_5_7b,100,64,0.17287817485709298
supergpqa_science__field_chemistry__model=qwen3_5_27b,supergpqa_science__field_chemistry,qwen3_5_27b,100,8,0.41080129110079544
supergpqa_science__field_chemistry__model=qwen3_5_27b,supergpqa_science__field_chemistry,qwen3_5_27b,100,16,0.3995407393570975
supergpqa_science__field_chemistry__model=qwen3_5_27b,supergpqa_science__field_chemistry,qwen3_5_27b,100,32,0.39403488066047654
supergpqa_science__field_chemistry__model=qwen3_5_27b,supergpqa_science__field_chemistry,qwen3_5_27b,100,64,0.3914256496360165
supergpqa_science__field_chemistry__model=qwen3_5_4b,supergpqa_science__field_chemistry,qwen3_5_4b,100,8,0.5280675233046743
supergpqa_science__field_chemistry__model=qwen3_5_4b,supergpqa_science__field_chemistry,qwen3_5_4b,100,16,0.5165369195831255
supergpqa_science__field_chemistry__model=qwen3_5_4b,supergpqa_science__field_chemistry,qwen3_5_4b,100,32,0.510975202314669
supergpqa_science__field_chemistry__model=qwen3_5_4b,supergpqa_science__field_chemistry,qwen3_5_4b,100,64,0.5083138639306128
supergpqa_science__field_chemistry__model=qwen3_5_9b,supergpqa_science__field_chemistry,qwen3_5_9b,100,8,0.49332201055748226
supergpqa_science__field_chemistry__model=qwen3_5_9b,supergpqa_science__field_chemistry,qwen3_5_9b,100,16,0.4811300092707183
supergpqa_science__field_chemistry__model=qwen3_5_9b,supergpqa_science__field_chemistry,qwen3_5_9b,100,32,0.4754443581601064
supergpqa_science__field_chemistry__model=qwen3_5_9b,supergpqa_science__field_chemistry,qwen3_5_9b,100,64,0.47265807732630466
supergpqa_science__field_physics__model=qwen2_5_32b,supergpqa_science__field_physics,qwen2_5_32b,100,8,0.6339178879025996
supergpqa_science__field_physics__model=qwen2_5_32b,supergpqa_science__field_physics,qwen2_5_32b,100,16,0.6244951794067362
supergpqa_science__field_physics__model=qwen2_5_32b,supergpqa_science__field_physics,qwen2_5_32b,100,32,0.6200256772536049
supergpqa_science__field_physics__model=qwen2_5_32b,supergpqa_science__field_physics,qwen2_5_32b,100,64,0.6178533767260438
supergpqa_science__field_physics__model=qwen2_5_3b,supergpqa_science__field_physics,qwen2_5_3b,100,8,0.3201956844903245
supergpqa_science__field_physics__model=qwen2_5_3b,supergpqa_science__field_physics,qwen2_5_3b,100,16,0.30654204178325967
supergpqa_science__field_physics__model=qwen2_5_3b,supergpqa_science__field_physics,qwen2_5_3b,100,32,0.3001688068348572
supergpqa_science__field_physics__model=qwen2_5_3b,supergpqa_science__field_physics,qwen2_5_3b,100,64,0.2970860144859206
supergpqa_science__field_physics__model=qwen2_5_7b,supergpqa_science__field_physics,qwen2_5_7b,100,8,0.18750502825589224
supergpqa_science__field_physics__model=qwen2_5_7b,supergpqa_science__field_physics,qwen2_5_7b,100,16,0.1774899250922023
supergpqa_science__field_physics__model=qwen2_5_7b,supergpqa_science__field_physics,qwen2_5_7b,100,32,0.17287933482835377
supergpqa_science__field_physics__model=qwen2_5_7b,supergpqa_science__field_physics,qwen2_5_7b,100,64,0.1706624751554708
supergpqa_science__field_physics__model=qwen3_5_27b,supergpqa_science__field_physics,qwen3_5_27b,100,8,0.36302043663295996
supergpqa_science__field_physics__model=qwen3_5_27b,supergpqa_science__field_physics,qwen3_5_27b,100,16,0.3521742215004294
supergpqa_science__field_physics__model=qwen3_5_27b,supergpqa_science__field_physics,qwen3_5_27b,100,32,0.3469980823762024
supergpqa_science__field_physics__model=qwen3_5_27b,supergpqa_science__field_physics,qwen3_5_27b,100,64,0.3444798474201245
supergpqa_science__field_physics__model=qwen3_5_4b,supergpqa_science__field_physics,qwen3_5_4b,100,8,0.49114940802320295
supergpqa_science__field_physics__model=qwen3_5_4b,supergpqa_science__field_physics,qwen3_5_4b,100,16,0.4815765193531447
supergpqa_science__field_physics__model=qwen3_5_4b,supergpqa_science__field_physics,qwen3_5_4b,100,32,0.47741423146566364
supergpqa_science__field_physics__model=qwen3_5_4b,supergpqa_science__field_physics,qwen3_5_4b,100,64,0.47537140650880794
supergpqa_science__field_physics__model=qwen3_5_9b,supergpqa_science__field_physics,qwen3_5_9b,100,8,0.4506720618657323
supergpqa_science__field_physics__model=qwen3_5_9b,supergpqa_science__field_physics,qwen3_5_9b,100,16,0.4405851083206325
supergpqa_science__field_physics__model=qwen3_5_9b,supergpqa_science__field_physics,qwen3_5_9b,100,32,0.43586792984202566
supergpqa_science__field_physics__model=qwen3_5_9b,supergpqa_science__field_physics,qwen3_5_9b,100,64,0.4335629548799976
