profile,model,budget,strategy,time_seconds,useful_eflop,wasted_eflop,accepted_rollouts,extra_rollouts,reference_budget,target_fingerprint,protocol_fingerprint,run_uuid
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,40,uniform,1217.59262374,0.3385350718350408,0.0,760,0,32,0379e80e80bb2a17c78276d26fb0305480c41db460d71bb22646cb1f1af26513,c3ddd7cb2eb219b41965cf164d8d8773a1703b04533b87d7ac3fe98e53f9b335,244de8d9131f45ab8172cee8a598b5f7
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,87,uniform,2347.115384082,0.7421289800752743,0.0,1653,0,64,9944d31fac5eac0528001053973f30cc28ab8b79d955e6777d06cfb87d2d903a,0f9b240c9c5c260f95bc39bf03606b10ddf212a189905887cbd55ca92ba9c74c,9c1427b1cd884d4f93e76e138349bf72
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,8,uniform,133.005560626,0.011294876215523327,0.0,152,0,8,ea0dc32fd24577123aac9462ee2a6892ad1fab4e4562f3a962c378bf930e023c,d15660028685ffc69226c6cf2a484bee3cb2e3d634b65dc7a71bb907950861bc,61d5824b4214456088eed6fcea7e0f19
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,17,uniform,220.127638642,0.024393219346694143,0.0,323,0,16,cd409c02f09c748be72cbf5c34fd39677228660dc90a9521a7b57db917993d69,ed3cf52727e00ee901eb25e3df1f4788d510bd6ddbbc40b5c282cdbe1bef3038,52d5fcd735964ce5848455c25a890c78
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,38,uniform,422.446393826,0.0553263280900137,0.0,722,0,32,6ea3ae3fea71f614a7099d898d2fafb39c53f896f9d00612b6a3ca2dd5a237ee,1e3074de0411565c279c2445cdcaced6ed0c557fc87bc40e9cefc6565dc1f57e,15a04fa177bf47bda5ce5baea379d0e2
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,81,uniform,767.612464062,0.11632555975212851,0.0,1539,0,64,fa8ea3c695f2710c28b896798fdca9fe4000221231906e32567513f72fad4306,b1e74b4abbcd7d3218b9e82533ef3d87e01e6f072b512802e3ee26607dd444dc,2f0043aa8128452082f3cf2cb2807393
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,8,uniform,157.161120639,0.01894737611424768,0.0,152,0,8,ace3a4d8e7ff3891d9a773b23173f512924e9c008caff62a314e19a5532da08c,2a4d5b21aef40eb416780b1aca69ebb1c239f4700a1807c81df06ae703092f88,c5017ee2cff2479f8ac19621f51ba36f
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,18,uniform,253.984343858,0.04516879267742515,0.0,342,0,16,b8f6b8231a8ac21138dc8267843b413b73cf184aecc9a7f7cd5afd4f3b2b78cb,fe2dd9e91f0721de9559a40fe75bc4c84d343a0edf1e2332cde539f19fc7e2eb,8c3f5fd7af6941adbc87642d86bd76a5
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,38,uniform,433.346923775,0.09049958544726017,0.0,722,0,32,a49daca31078c5086f2be662272e5f335e0e295dfae0492b0f5c60109415c9ac,056eef6e1c21b0917d2fa91c12e8a90f648a82e81084e3a3bbe17732ad41bd25,0a5dda507d59460289aabbfc67ec7b6d
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,80,uniform,805.722770569,0.1954695341638953,0.0,1520,0,64,3af62708c0a136579bd4075880b6eda296636c90095f4a0c3b77061e6e5f89fa,79a2ae88b2aaf0fa6d525f29201d8168d5968fca497922b1f356871b354fa867,a9ba3f75b6a14f988c29b49e13c1dde8
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,9,uniform,39.755132297,0.01767529202516992,0.0,837,0,8,ed550285be84871bc64d6d597a3f932d53cade39f24cb034796c320b05c3f35b,127ddf2302e0372d06f2e974e38a0c8a92981eea8e8931b59aef65c49392b066,364cebe1e7ba4f52811e57a07ddc4e65
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,20,uniform,62.338922319,0.03937119508554138,0.0,1860,0,16,fff29703ec26a590a5df452da1fb7529ffe468239502a007ade6a3be487bc7e1,ceb2279ca29e131426de2eae0c7d8d9d2ce57f002f87c6b4dc19f595f6743029,6ab9b4ee18584a34948482a42640a297
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,46,uniform,184.053503552,0.09140213670512845,0.0,4278,0,32,b450a109dd4064dd7402bc33d3b4aaa820d1e1e4f8b503b10866f3893bc35fe8,4ff90aa98909bddcc02fd6f9bc94af3a58cbfe035f3789d44c4ab98d19fbcf03,c2e20bf45176493e953c3424b3535dd0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,105,uniform,594.791860259,0.20995050608556645,0.0,9765,0,64,8d0142495225cf42684b42368705e5b9f3cd8dfb084c2e5fbaa65160b52be468,1c6ed16f13795a102460d1be41befdd5d8daaa4b78c874e4f5ff4786ff702d62,8632febf091a4b4ca55e0de09ae63531
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,9,uniform,5.858407351,0.001346622725226496,0.0,837,0,8,0d632c914726f24a22b9eee116d261a1c87a99a3d011ca62224dc991eec45ccb,a11d0e4d5fe5ffebabe63ee3ae8388958493fe406d15acbe44059df63e14108f,44a1168bdda6494996f40c1a2c958013
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,21,uniform,9.679906889,0.0031204304492544,0.0,1953,0,16,55069f72e613cc9d6c07cbea82e4dc54afe5e5f5e838f11cbbb0e8eeceb522be,677d937faf95fb804e342bd492ff07cdfe5743af2b2077ac7437e484e8577c5f,11ace1c8460c4348bd8964ea2b3e9e2a
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,49,uniform,16.94794992,0.00720005986291712,0.0,4557,0,32,987fc7b6afbdfac0960daf1a650f4c142468af25c11e6204e4e359fe1ce0e030,a1f71438dc57f05f1a137c6bd57702f978d96c250b34d545823ebb57e40239ce,8a56a89a3654406ab045902dbb608de3
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,114,uniform,72.679253303,0.016738454564134912,0.0,10602,0,64,cace370dfa2e18e74f1e0c076c54889eb0a71294795ba4fea6b57acf880a5adc,3743b16f03e3c64e3b0200b1b592bf4292daf301fa6f23e1e027d1dca0504443,9ace9c5e28394a7ebce016012402cd41
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,9,uniform,2.998690245,0.003078142047719424,0.0,837,0,8,278aea55acf2e23c3d520f6e4cb7b2fec8f823f821e7c9298c6c9ffebf02b0b9,d7ab81c799636e877cd7f69901e3e86fa1252c192261e56b8c8a3b561a31d5c6,667b2f9db4a94d79b1bbdd5487cd34fe
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,22,uniform,7.234213749,0.007524361487813632,0.0,2046,0,16,7a9537d3095a14f259e0def3e6a987cd9f6cbf2a2ec8cdcb695b2f3813d77970,bdda6ea8d35fff5c3323250a28bc29bd69c71f2f6ab6f3b3e95e74d2aae8951f,6e33f32bf81c47faba547715f994048f
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,54,uniform,17.736152473,0.018468880806426623,0.0,5022,0,32,c7a28f2e0ddf0aa8c72a94258c4b63c253ab7263450fad70a1104a9743935158,4aa76843ef43e27d8fc4f7207f0278f35b88972fbfc1300115b38bd644ea6b74,2f10ce150a9f4804a1c6c3f9919c2050
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,131,uniform,97.948217434,0.044804310004407294,0.0,12183,0,64,4a4ebba149ca89479ade4a93cb0a29b9ed75d2c559fa2fae1904681b73591e07,b721e003315d47f10f7e22f292d455dbd887d7a1d0fcaed747bcdd179628dfc4,ac2df0cde10d45ef8beacc7d8eae91e2
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,8,uniform,1566.430784418,0.45500558623594495,0.0,744,0,8,6ad3cc53bbae7832c8fbd718335bb3798d5556ed957818d1b14db61cb4556515,5a3bbd7a091749c244d6860c2b3e7ef7b62c62e89e52009bc0338b64ea30ae6f,76a1ea7c3a664360bc76174b9f2493fc
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,17,uniform,3167.009373154,0.9733508833417533,0.0,1581,0,16,b84f62a448991b18c9f6c4553a02a878fbb76620f98af7b07f56a6b4b1296b94,c5ea48a33a82e256f3a8c47a6e90c684514b05f6748b261a92a6537979916931,83cce1599a0d479b835b8af924dbcde2
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,35,uniform,6306.783598712,1.9903140228207994,0.0,3255,0,32,0460355343c45d6a11043fcbda1639da6ec68f495faeceb34dc0b47d4fa10472,c8203a714dc30087ca15cfcce2723f6fbe3ae4598d5b2ab154d171c0c7e24fa6,fb7d7b8f69594dee8ec3d94e2c560536
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,75,uniform,13228.282129084,4.266089238792127,0.0,6975,0,64,15bbb1ccd5cf8fb9068ea3905b6d2142010babb2c4585f51ffd97a190503f17d,286842ac69d5f981351cda233034e02240691c37ba9b1c0effd61d6285d62b43,36812af2fee64b2387af9239b4bb4f3c
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,8,uniform,512.618688516,0.07132965798533529,0.0,744,0,8,70ee723b78ac9d19ac327fc34aacf9fd5aac719de1b897e4f6b431f9b8c7b741,8aa2df598985e556d2ce0fd8e7d3fdca48870e4af8406699fca99c4fcc603d98,11e99cf0c91447acaa29b16243120469
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,17,uniform,1047.470702322,0.15398858048904193,0.0,1581,0,16,cadede3b3495f67134dfad6ce9e885c6f205b8983ddd195b8e3ff71f5cde1ac2,eeff91b4d8bb982db0d1daf4b67b500363cda41e7c4fb576e5d515f419a09a82,8366373574284e29984d185adba2fed8
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,36,uniform,2103.653533532,0.324360031936895,0.0,3348,0,32,7ab920435462aaef7282451777ee6e88bd56251022cefe1fd77a37f04226f5a0,3845763a43ed53023a2e3ed7f56a383cc6d8954ecbba720189df7a08692c08e4,18f12e723d4e40bea913e6294f882616
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,75,uniform,4328.863738417,0.6759559778786796,0.0,6975,0,64,63bd4690b8c090a6e20f7a6c211a5c3fe66909b37fe56b54af4fb0e1a1b743da,2daa9d4cb759d5727dd044f3168e8b6ac818967eea2bb58d3aa01db31a7d0047,137d57de1a2d4e66834b7f5bef521e69
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,8,uniform,602.193153377,0.12987981246207897,0.0,744,0,8,77c0b0066e228e7cb9b12672055104792601b309c35b00a950e9cae64fa86f20,d9b6ad03dfcc1d57d5519ab6e965d424d4cc00c5f6e08ade87422f1e7197535e,63f35c14c5e24ad6aa0acc22ff78b33b
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,17,uniform,1191.473280665,0.27559476400843774,0.0,1581,0,16,80a8fc47c0ec058df41e84c67286fe9e9cc3a145acf071ab2ddd8ebd6066f15e,0b342097df3f36fe57fbd1a7f7fa40c2cba0a88936b4116e6f7cbe1ac5937431,077f061813b24f52bff10a313946bb74
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,36,uniform,2401.580451408,0.5808498043302769,0.0,3348,0,32,0c88cf16c23d050a10d3a7f0feef43732a37e9e822b3711ada45a888b066183a,8c1918635a64bca7f446b0982b9d215e7934c460fe6c49080c80c46b0d97afd3,563a7284357d46dda68a09f0a7596353
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,76,uniform,4981.701441844,1.229883355255936,0.0,7068,0,64,34ccf75aba5c85f89149dfb9d8618d778ab460a84d640c08224415ca1677dfbe,ae11733438e538e895fe8b227821d929aaf1317eca00f72388a1c4b37a596ad3,c79a91e903244b01b68b7b8c88ccf424
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,8,uniform,54.879028233,0.023942792776105982,0.0,688,0,8,240ef801ba6e3d25a0e412d6d721b2f5ae25a8498dc3fbce3f45d29290e87cef,760bbc799e781a042f7c22f594dff48c30081cb4484ff69d579844eb317dabdf,1d65425a1af04894ada55a6449d155f2
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,18,uniform,92.12616128,0.05453001235192013,0.0,1548,0,16,4dafd70b99e4540035b2309c9bed3ecd6e06847e398c4e113f2b24f9e36cf38a,73771391dd9cd8bcb86b02b7af54e86969ffcb72e477d3e5c3c9aa6dca5d0546,a45d4648657a441092d6ef7221d00817
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,38,uniform,510.308836569,0.11571531054072012,0.0,3268,0,32,15132e16b2009030c320d0f3291e3f9cde5b38fd8fb03e0fb79de3c9619317bb,a5d72af0a21ac86ac92c236831d9fa795f75512732620185cffc41dec7ddcffe,ce2fde15fd0d4a3c878610cff898efee
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,83,uniform,619.547246275,0.2518414479570514,0.0,7138,0,64,cf03b58a47a5b64f58dddba4bf54e2013ed2a2a81c0fd7e2fe32da24134ad38b,f7d3754bb01e9b8271343e467afc74aec00a5ba9e7d5e013610d4d883eb2fbf2,f24038ee54a14b88a4988b2c769a208f
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,9,uniform,6.140947428,0.001132323441434624,0.0,774,0,8,aafe3172658eeaf1ee36485ceaab72bcea5585afc2ee3e7f06142d4bbfcd45bb,da739371cc9f47686af52cac38e738685ebf8da31a5282cf8c0bc0ff2d49fb11,4c99dd76defc460594f1699d6a378f57
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,21,uniform,7.197744071,0.002654492581339136,0.0,1806,0,16,2601735c07ea1d0c56418f2e0b04c970da1ec2e02a7ff7e28f7e25ffca0d9c19,0c61bb72f8dc13a984d232a6f406f9067a2d87b604304bd381217ea9a6f993bb,80fd064c7f1c4a37ac73544f8d905823
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,48,uniform,74.390249914,0.006644533385060352,0.0,4128,0,32,2a1c8bbfa33936db5392c2d1d9ea0eeea24e9ffcbf8fac88b64661495ebf50d8,9d07cc3583a47b2e3a5181eb6ad40927a73111f97881bc1f293744a051f48d72,70b04b66ca114259a8d9a7e7bb6d557b
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,108,uniform,114.784583832,0.0143038019006464,0.0,9288,0,64,e5470e28be838c68888b41bcd3803be0dfb598e1ef42881cb33d30cdec158e88,e63b27e84c26c305957d8897d3c94ad8aa6705c95419bc1918724b2c87a5a741,21451b18bc3a4e8cbea2728acf054a69
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,9,uniform,2.476335808,0.002477220422777856,0.0,774,0,8,03ff4e02ec6c5bba01224b019115e022f0548e75a5df2dfc0da17129896eb59b,9f6527f0c18081a2b41b4c925fa24820b6789c5a7a9702e6be7b23256c4d6c81,2c23c0795c64420bacf4ff76d8c4dbb6
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,22,uniform,5.920586816,0.006055484591822848,0.0,1892,0,16,eefbdcc7be1cec8c2841af0f18bf52f6ea03bd8c32f86e35fe2003814ddfd3ad,5a289001558034030fb96467c56e55dfce81d22beb81ccfdbe85f4d428e37dd8,3edb4201b2214de1b50e39ad5aae6041
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,54,uniform,14.502491489,0.014863379428366337,0.0,4644,0,32,4d76cfa0f7f8614afe688094e07136dd87ea9bfa6747c18444d62f61c1b2183a,ad3026b94666dd1fd9e099647c5aa34400b75a058fa6b2b37ba411933a3f3f32,be1676fe8e904099be1b4680d3f28c4b
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,127,uniform,75.675617072,0.03495650330762957,0.0,10922,0,64,f1190c258237f1bea71df6e810f2cc5c0288b644851bd074ad685924c7cf331f,85c092aa1c837b1b6154eae954a953f6af85f13275c9a55797672637cdde33fa,2cc7177299134237a8e3fff12945aa21
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,9,uniform,1194.719532141,0.35872236992454043,0.0,774,0,8,7e9bf8bc12a04a5a57c017ca7a079f864caf391dde252924d6804a6b0d2c9da8,2474db0e1d3cb06119094ba83fc0c754417e4134ad64b514bf67a7284c98b25b,9d1386ec5e08492da12f3c7ac9fd8fa1
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,20,uniform,2360.755251576,0.7976314133441915,0.0,1720,0,16,f3e71e0d8bb4a1e8ec36dc9c34978b9a597375b1a0c43dbe90a07ba5c73c79f3,91d9d5cd1b9bd811bb34e9db8e4abf84083e5a45f34fcb03af2f3e6a86cac895,0bdfa123697749fe8ac64850e7d370a7
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,46,uniform,5288.257081289,1.8440535918196235,0.0,3956,0,32,710b4f059cb96c8ca9f92cc9d4739ef3312820d7c5e0b471704972a002a58a04,85d9346785adf211f01621df19066c778cf4aedebf8489e6f23f955e0fd28c35,5057ade316694f90917ea50055352819
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,105,uniform,11911.276312127,4.211039904839499,0.0,9030,0,64,28c47847213b4b098fa3ec7bf1c3de8a7938371730506cc233ceb7b1135b5900,96770ce2234132dbdff973993cd49d767b345f109b5b95521d85898a89a4230e,ac895275f09244ada83d13d27a032f27
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,9,uniform,372.417913291,0.055290300499603456,0.0,774,0,8,a5ca78dd6621e1cb1af1deb0b9ea8a506928a06e5db0104a4d4449aa61553b2a,b289569ad31407a640df6c48e5a771623c3bf9d9bd4ac6d7cf40332bf338a43a,4608f7b6380d4f799303d21145237748
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,21,uniform,802.291296074,0.1292622691631616,0.0,1806,0,16,ba0684a9eb18bf77c75f6682382e833f9a6fedf091ecbd9c83c290e8190952e4,80844627310bbea57d11a64c050fd62e7bd6286d08762a374022fe758552d799,7efe8d2b622f4def92cecf7abf532ef5
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,47,uniform,1712.35791285,0.28785855046605413,0.0,4042,0,32,e2c0c31516735ff4389fc00324c5f941e7a3adf5f60750632d97b1385449914d,773341fdf58519e07d9ceb4109a0a9d4bd8022d7943804832a7e0f1329bea805,0d1c3920f1f94eb1ac7f4930ba46ea5c
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,106,uniform,3755.222525547,0.6489569519768555,0.0,9116,0,64,3f058a7c9465b1d3b510345e1e093b877fbcde4f67f2fce4f1e1a83cc548a19f,bfdc5fc31c2716775f33877200f61ec9c03f984206f2dd4a7c52d4472b2aa6c1,6f156f28f6524a0e9155e532af9f9baf
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,9,uniform,416.535505991,0.09729044811288166,0.0,774,0,8,5e382308cba325867fce49869ce568bdaf4a2f116cc80eb7f9a698ce6b70236b,573396f16e15959d8b4197e8ae7a06a3fbfcd51577fdbc6f5ef62739f6d25b29,05f0e9f2934942ccb524251c8189c327
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,21,uniform,880.472338822,0.22837150766049075,0.0,1806,0,16,59acf0d946bf86d4cce8fe2d35e0b515b74753829e46a8f3853c131f2ee0e3fb,3081b1ada3431d5ff55123e984c9730f0a29fd02e715e31261df9d9e3ddd55f2,fb1975634e4f4322b6e64d42dbcabe8e
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,48,uniform,1919.463085033,0.5208984244497807,0.0,4128,0,32,80a7d21127343be6b03690d172e735d8ae1e2446919ea2974831642ce89aefbc,f3f74d98a3f438de6d1968f5c66d2a89d5c8f035c9b7bbe731130367ae70fa52,15294fee87884237bcd73b65e0df584b
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,110,uniform,4300.928574162,1.193227912062386,0.0,9460,0,64,2be89e35b7c390cd48605bd48005ddc3d4882b9336d6ed3eb0df5995f914f6ac,58066ba876b8956bf12a906173b6241fc3d7ea25ccd2001d1aac7bed82ab7c28,8645199bb1d646cb8faff4677d2a45ff
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,8,uniform,75.395929603,0.031100656832538626,0.0,800,0,8,f2a80c6fbfd7acf89c7b8cbae3e90005f97e5532c609cce05a610f0034fce118,cd3b70044a0d7199aa07586bafd4a5f1752f4ebb9406742e0d004f88c1cce53a,801bcbfda5b34240bbbf86e804249fa0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,18,uniform,448.258188569,0.07154518642930688,0.0,1800,0,16,b76547c2f75850e65c6ae850ff2fbef612b5c9c01faa27ed7c78377ffd7f8e45,6eac400dfcf7a05248180db6786a4d93faeec36e7a03f311059bbc2a8824b720,6712f25746cd47d0adea2eb0f537d6d8
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,39,uniform,581.227636288,0.1547205161575547,0.0,3900,0,32,a2705c0355d12442c7aa08fccafa7a4c7727f2205331248d6f8930e5f3d99148,ef1c224c3bb427b860eed07edce75a7681b7aed0ae79e41ba4eee19eb33e15be,9e097c03a6794780b786b0aa7e6241b4
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,87,uniform,841.059131484,0.3432337376666153,0.0,8700,0,64,7281e41cf641d6b2483091fd534d1d7ed85f8a53e7a158cb2d7dbbd858374dde,eecd0d8b87fc367c9cec30640d6485a422878a1fa4ac037f904ab457aa55fa5c,fd33197894c64210b0850d49e6c210bd
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,8,uniform,76.546813566,0.004312817913626624,0.0,800,0,8,781adcc9b93856a11fe2e7fce25a11ec551ae539d4629bc44bbc9ba73d907135,8691c79a0eb862c4a7335cac5bbf5ddadd6a0651b6158c7575bb8389aab4ef30,157aa2950acf415f96eaa7fb112df532
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,19,uniform,95.879764532,0.010293252340015104,0.0,1900,0,16,90ca0ef4fafbbaef9cea44b5e95b71d0df958f7721257b2bf0bdb8e99d6b5e3c,430e59c46d93418f42e6d7c6d53959d34f4b6d533abbaa5a2da7abf74f800e56,5029dc690b154fb5b8717e06138d6e10
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,41,uniform,115.43355544,0.021492705470119937,0.0,4100,0,32,5c9c9be455531c769868096c705b1201c4762d23bf3a238e10bdc087a142cc19,56dee2f0739a48d8a459d643abb1578d7fc1b45a83586051a8bfa31f75c7443e,83d3f028703e4ab3b4578ad48955f7a7
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,91,uniform,196.850829721,0.04883289225379021,0.0,9100,0,64,dd4284c83343fe5bb4b8083cc7524c5212eb86c9e519269f4f17011e22cbd4f8,5cb7d8e4d3ee57747b90a9cde29fc52c03bec888a6702eb240bf4f227a9b969e,f25ec1f2753243e9b22deb8739c9b6d2
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,8,uniform,106.287452871,0.009105920354470913,0.0,800,0,8,f9f64f7c2a004d13f164dd81de5e087045f80f6eaf91789900af3ea92d6b9925,2fa91233b54e533b271b2be6171a6d866c7cebdd7df3a75f154f8dbe14df91a7,3fabec7d331c45509b8e9caf59500e1a
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,19,uniform,142.54853987,0.02262836246677709,0.0,1900,0,16,53aea2e8d963fee3a7239be7fb24f61ffa0709d173664036fcb91b8df7c249c5,01621ac47836e383f6f9d13c3cce25a1c33fdecb3cf598d8e2ca1405557dd13e,dd3c5dac3478426d8156a0b8f31f3db3
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,42,uniform,195.896890648,0.050207908017670146,0.0,4200,0,32,cb775ca211f19622c3b446e3fdc9b94539283fb4cca354e0b84bc9780eae8643,dc1739f13eb655e81c666edc9eed20a4397e36a7274ffff06d014b99ffd959b4,7d2ba28c943042ac94ca3ff49be2c416
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,94,uniform,300.27297262,0.11137994545054003,0.0,9400,0,64,90303083301f67570ae7849c1aec2f53c87f84091a299b86a65628c62502f65e,6bb91513883e5224b9620f322f5cfd60e60320ca3e0f36f40cf8692cfc71e966,da50b29a89144aa39a7efaef5f869ab5
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,8,uniform,2046.953161136,0.5642096398278502,0.0,800,0,8,72920b35cf264321efff7a97226e9433bf9956a0bcf1cd901f4e3d73ff55e397,0c3f056eaff9eb9cabb8663816750bedc6c277522c8797c8bfda0589b3e4a0a1,2b02d8e3327942e7bedb50da0e0a42d0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,19,uniform,4488.090295602,1.3343854705503815,0.0,1900,0,16,e3eca07a8e102b6c62cdf15c61f5b32b400281519293628fb0842b6bfeb1200c,b595d6401a664580ebc16ac8cc27765ec19b7d9b75a1499e7e8791dce1001fca,e75bde45238c461cb55aa88d8fde6662
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,42,uniform,9685.006055368,2.944583363274027,0.0,4200,0,32,816cf241fb1ea22dddd41f28fb75280aa7342b1f9de0f3ab8a725829d761ca1f,3da6f9c44c47625c7e475c8ff6c8b2dff75cc2954b2ee2fefc89add6a347746a,bf4090b13a6c463f84536a92cee7566c
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,91,uniform,20826.066397142,6.401243202092454,0.0,9100,0,64,842d4fe63f7aa16dfa162240b301509678e1e0e8f671d6fd2ab6f300b5647454,b159f2ac6e27b212febb3f050152ef31ef4b3c14128c15b7c8d37e99c1ad2b9d,d8a191a4bff749b4aa913e324707292d
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,9,uniform,978.842909654,0.12702149674313523,0.0,900,0,8,741aecde6fc7e734439f0fc7a09e9cdc1ff74ddd251bd38cfefe5f53f4876b08,addac03330bfc0442d42cf20ecd3c31076f0e1f8b70e308e19284ea5ce74c579,6358d0acfb184de5bf93110fe9146899
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,20,uniform,2068.724823168,0.27829945087286684,0.0,2000,0,16,705fc25d14ce11ea9ca3c9b22be698f2ff045417c182255225d0ddd82694d4a0,942a4903a93004b5297b668611321a42e7610201c9aec7fdcde8dfe4dbf0c6da,bd0754d38e6b4481ba116dad294806ab
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,45,uniform,4608.41851163,0.628017123666989,0.0,4500,0,32,69d350a65b88fc78092394b4e32c7cb4967fc5f119c2883c825cf12997d67163,33a8ea2aa1f7a925a88b1ccea4618cd5854c7d1aebddf8b5c38a131abfa403c7,5e50934500b7416db55ba0c7d5551fd8
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,99,uniform,10077.650740564,1.384977554720557,0.0,9900,0,64,0336290978331b796d6e581f6d0c26fe75d6efaa589347a6601f282c3a74433c,9aeb13bed5c106b954f0125530bbee22825a059bfe8322ca3438f2433d497284,3cdd98505644423cbf122b725ea6a009
